SYSCALL(args) 		 = return
stat64("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/site_ruby/racc/cparse.rb\0", 0x7FFF5FBF7F60, 0x0)		 = -1 Err#2
stat64("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/site_ruby/racc/cparse.bundle\0", 0x7FFF5FBF7F60, 0x0)		 = -1 Err#2
stat64("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/vendor_ruby/1.8/racc/cparse.rb\0", 0x7FFF5FBF7F60, 0x0)		 = -1 Err#2
stat64("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/vendor_ruby/1.8/racc/cparse.bundle\0", 0x7FFF5FBF7F60, 0x0)		 = -1 Err#2
stat64("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/vendor_ruby/1.8/i686-darwin10.7.0/racc/cparse.rb\0", 0x7FFF5FBF7F60, 0x0)		 = -1 Err#2
stat64("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/vendor_ruby/1.8/i686-darwin10.7.0/racc/cparse.bundle\0", 0x7FFF5FBF7F60, 0x0)		 = -1 Err#2
stat64("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/vendor_ruby/racc/cparse.rb\0", 0x7FFF5FBF7F60, 0x0)		 = -1 Err#2
stat64("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/vendor_ruby/racc/cparse.bundle\0", 0x7FFF5FBF7F60, 0x0)		 = -1 Err#2
stat64("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/1.8/racc/cparse.rb\0", 0x7FFF5FBF7F60, 0x0)		 = -1 Err#2
stat64("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/1.8/racc/cparse.bundle\0", 0x7FFF5FBF7F60, 0x0)		 = -1 Err#2
stat64("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/1.8/i686-darwin10.7.0/racc/cparse.rb\0", 0x7FFF5FBF7F60, 0x0)		 = -1 Err#2
stat64("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/1.8/i686-darwin10.7.0/racc/cparse.bundle\0", 0x7FFF5FBF7F60, 0x0)		 = 0 0
open("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/1.8/i686-darwin10.7.0/racc/cparse.bundle\0", 0x0, 0x1000E14A0)		 = 4 0
fstat64(0x4, 0x7FFF5FBF7F80, 0x0)		 = 0 0
close(0x4)		 = 0 0
stat64("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/racc/cparse.bundle\0", 0x7FFF5FBF7F80, 0x0)		 = -1 Err#2
stat64("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/site_ruby/1.8/racc/cparse.bundle\0", 0x7FFF5FBF7F80, 0x0)		 = -1 Err#2
stat64("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/site_ruby/1.8/i686-darwin10.7.0/racc/cparse.bundle\0", 0x7FFF5FBF7F80, 0x0)		 = -1 Err#2
stat64("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/site_ruby/racc/cparse.bundle\0", 0x7FFF5FBF7F80, 0x0)		 = -1 Err#2
stat64("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/vendor_ruby/1.8/racc/cparse.bundle\0", 0x7FFF5FBF7F80, 0x0)		 = -1 Err#2
stat64("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/vendor_ruby/1.8/i686-darwin10.7.0/racc/cparse.bundle\0", 0x7FFF5FBF7F80, 0x0)		 = -1 Err#2
stat64("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/vendor_ruby/racc/cparse.bundle\0", 0x7FFF5FBF7F80, 0x0)		 = -1 Err#2
stat64("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/1.8/racc/cparse.bundle\0", 0x7FFF5FBF7F80, 0x0)		 = -1 Err#2
stat64("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/1.8/i686-darwin10.7.0/racc/cparse.bundle\0", 0x7FFF5FBF7F80, 0x0)		 = 0 0
open("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/1.8/i686-darwin10.7.0/racc/cparse.bundle\0", 0x0, 0x1000E14A0)		 = 4 0
fstat64(0x4, 0x7FFF5FBF7FA0, 0x0)		 = 0 0
close(0x4)		 = 0 0
stat64("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/1.8/i686-darwin10.7.0/racc/cparse.bundle\0", 0x7FFF5FBF74C0, 0x7FFF5FBF7B00)		 = 0 0
open("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/1.8/i686-darwin10.7.0/racc/cparse.bundle\0", 0x0, 0x0)		 = 4 0
pread(0x4, "\317\372\355\376\a\0", 0x1000, 0x0)		 = 4096 0
mmap(0x1001F4000, 0x3000, 0x5, 0x12, 0x4, 0x0)		 = 0x1F4000 0
mmap(0x1001F7000, 0x1000, 0x3, 0x12, 0x4, 0x0)		 = 0x1F7000 0
mmap(0x1001F8000, 0x1578, 0x1, 0x12, 0x4, 0x0)		 = 0x1F8000 0
close(0x4)		 = 0 0
stat64("/System/Library/Frameworks/CoreFoundation.framework/CoreFoundation\0", 0x7FFF5FBF6FF0, 0x7FFF5FBF7630)		 = 0 0
stat64("/System/Library/Frameworks/CoreFoundation.framework/CoreFoundation\0", 0x7FFF5FBF81B0, 0x7FFF5FBF87F0)		 = 0 0
stat64("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/css/tokenizer.rb\0", 0x7FFF5FBFB430, 0x0)		 = 0 0
open("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/css/tokenizer.rb\0", 0x0, 0x1000E14A0)		 = 4 0
fstat64(0x4, 0x7FFF5FBFB450, 0x0)		 = 0 0
close(0x4)		 = 0 0
stat64("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/css/tokenizer.rb\0", 0x7FFF5FBFB450, 0x0)		 = 0 0
open("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/css/tokenizer.rb\0", 0x0, 0x1000E14A0)		 = 4 0
fstat64(0x4, 0x7FFF5FBFB470, 0x0)		 = 0 0
close(0x4)		 = 0 0
open("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/css/tokenizer.rb\0", 0x0, 0x10064D6C0)		 = 4 0
fstat64(0x4, 0x7FFF5FBFB2A0, 0x0)		 = 0 0
close(0x4)		 = 0 0
open_nocancel("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/css/tokenizer.rb\0", 0x0, 0x1B6)		 = 4 0
close_nocancel(0x4)		 = 0 0
open_nocancel("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/css/tokenizer.rb\0", 0x0, 0x1B6)		 = 4 0
fstat64(0x4, 0x7FFF5FBFA6B0, 0x7FFF5FBFA77C)		 = 0 0
read_nocancel(0x4, "module Nokogiri\n  module CSS\n    class Tokenizer < GeneratedTokenizer\n      alias :scan :scan_setup\n    end\n  end\nend\n\0", 0x1000)		 = 118 0
read_nocancel(0x4, "\0", 0x1000)		 = 0 0
close_nocancel(0x4)		 = 0 0
stat64("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/css/parser.rb\0", 0x7FFF5FBFB410, 0x0)		 = 0 0
open("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/css/parser.rb\0", 0x0, 0x1000E14A0)		 = 4 0
fstat64(0x4, 0x7FFF5FBFB430, 0x0)		 = 0 0
close(0x4)		 = 0 0
stat64("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/css/parser.rb\0", 0x7FFF5FBFB430, 0x0)		 = 0 0
open("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/css/parser.rb\0", 0x0, 0x1000E14A0)		 = 4 0
fstat64(0x4, 0x7FFF5FBFB450, 0x0)		 = 0 0
close(0x4)		 = 0 0
open("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/css/parser.rb\0", 0x0, 0x10028A160)		 = 4 0
fstat64(0x4, 0x7FFF5FBFB280, 0x0)		 = 0 0
close(0x4)		 = 0 0
open_nocancel("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/css/parser.rb\0", 0x0, 0x1B6)		 = 4 0
close_nocancel(0x4)		 = 0 0
open_nocancel("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/css/parser.rb\0", 0x0, 0x1B6)		 = 4 0
fstat64(0x4, 0x7FFF5FBFA690, 0x7FFF5FBFA75C)		 = 0 0
read_nocancel(0x4, "require 'thread'\n\nmodule Nokogiri\n  module CSS\n    class Parser < GeneratedTokenizer\n      @cache_on = true\n      @cache    = {}\n      @mutex    = Mutex.new\n\n      class << self\n        # Turn on CSS parse caching\n        attr_accessor :cache_on\n        al", 0x1000)		 = 2271 0
read_nocancel(0x4, "       # Execute +block+ without cache\n        def without_cache &block\n          tmp = @cache_on\n          @cache_on = false\n          block.call\n          @cache_on = tmp\n        end\n\n        ###\n        # Parse this CSS selector in +selector+.  Returns ", 0x1000)		 = 0 0
close_nocancel(0x4)		 = 0 0
stat64("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/thread.rb\0", 0x7FFF5FBFA080, 0x0)		 = -1 Err#2
stat64("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/thread.bundle\0", 0x7FFF5FBFA080, 0x0)		 = -1 Err#2
stat64("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/site_ruby/1.8/thread.rb\0", 0x7FFF5FBFA080, 0x0)		 = -1 Err#2
stat64("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/site_ruby/1.8/thread.bundle\0", 0x7FFF5FBFA080, 0x0)		 = -1 Err#2
stat64("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/site_ruby/1.8/i686-darwin10.7.0/thread.rb\0", 0x7FFF5FBFA080, 0x0)		 = -1 Err#2
stat64("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/site_ruby/1.8/i686-darwin10.7.0/thread.bundle\0", 0x7FFF5FBFA080, 0x0)		 = -1 Err#2
stat64("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/site_ruby/thread.rb\0", 0x7FFF5FBFA080, 0x0)		 = -1 Err#2
stat64("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/site_ruby/thread.bundle\0", 0x7FFF5FBFA080, 0x0)		 = -1 Err#2
stat64("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/vendor_ruby/1.8/thread.rb\0", 0x7FFF5FBFA080, 0x0)		 = -1 Err#2
stat64("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/vendor_ruby/1.8/thread.bundle\0", 0x7FFF5FBFA080, 0x0)		 = -1 Err#2
stat64("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/vendor_ruby/1.8/i686-darwin10.7.0/thread.rb\0", 0x7FFF5FBFA080, 0x0)		 = -1 Err#2
stat64("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/vendor_ruby/1.8/i686-darwin10.7.0/thread.bundle\0", 0x7FFF5FBFA080, 0x0)		 = -1 Err#2
stat64("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/vendor_ruby/thread.rb\0", 0x7FFF5FBFA080, 0x0)		 = -1 Err#2
stat64("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/vendor_ruby/thread.bundle\0", 0x7FFF5FBFA080, 0x0)		 = -1 Err#2
stat64("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/1.8/thread.rb\0", 0x7FFF5FBFA080, 0x0)		 = 0 0
open("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/1.8/thread.rb\0", 0x0, 0x1000E14A0)		 = 4 0
fstat64(0x4, 0x7FFF5FBFA0A0, 0x0)		 = 0 0
close(0x4)		 = 0 0
stat64("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/thread.rb\0", 0x7FFF5FBFA0A0, 0x0)		 = -1 Err#2
stat64("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/site_ruby/1.8/thread.rb\0", 0x7FFF5FBFA0A0, 0x0)		 = -1 Err#2
stat64("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/site_ruby/1.8/i686-darwin10.7.0/thread.rb\0", 0x7FFF5FBFA0A0, 0x0)		 = -1 Err#2
stat64("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/site_ruby/thread.rb\0", 0x7FFF5FBFA0A0, 0x0)		 = -1 Err#2
stat64("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/vendor_ruby/1.8/thread.rb\0", 0x7FFF5FBFA0A0, 0x0)		 = -1 Err#2
stat64("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/vendor_ruby/1.8/i686-darwin10.7.0/thread.rb\0", 0x7FFF5FBFA0A0, 0x0)		 = -1 Err#2
stat64("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/vendor_ruby/thread.rb\0", 0x7FFF5FBFA0A0, 0x0)		 = -1 Err#2
stat64("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/1.8/thread.rb\0", 0x7FFF5FBFA0A0, 0x0)		 = 0 0
open("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/1.8/thread.rb\0", 0x0, 0x1000E14A0)		 = 4 0
fstat64(0x4, 0x7FFF5FBFA0C0, 0x0)		 = 0 0
close(0x4)		 = 0 0
open("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/1.8/thread.rb\0", 0x0, 0x100651E30)		 = 4 0
fstat64(0x4, 0x7FFF5FBF9EF0, 0x0)		 = 0 0
close(0x4)		 = 0 0
open_nocancel("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/1.8/thread.rb\0", 0x0, 0x1B6)		 = 4 0
close_nocancel(0x4)		 = 0 0
open_nocancel("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/1.8/thread.rb\0", 0x0, 0x1B6)		 = 4 0
fstat64(0x4, 0x7FFF5FBF9300, 0x7FFF5FBF93CC)		 = 0 0
read_nocancel(0x4, "unless defined? Thread\n  fail \"Thread not available for this ruby interpreter\"\nend\n\nrequire 'thread.so'\n\0", 0x1000)		 = 104 0
read_nocancel(0x4, "\0", 0x1000)		 = 0 0
close_nocancel(0x4)		 = 0 0
stat64("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/thread.bundle\0", 0x7FFF5FBF8D10, 0x0)		 = -1 Err#2
stat64("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/site_ruby/1.8/thread.bundle\0", 0x7FFF5FBF8D10, 0x0)		 = -1 Err#2
stat64("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/site_ruby/1.8/i686-darwin10.7.0/thread.bundle\0", 0x7FFF5FBF8D10, 0x0)		 = -1 Err#2
stat64("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/site_ruby/thread.bundle\0", 0x7FFF5FBF8D10, 0x0)		 = -1 Err#2
stat64("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/vendor_ruby/1.8/thread.bundle\0", 0x7FFF5FBF8D10, 0x0)		 = -1 Err#2
stat64("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/vendor_ruby/1.8/i686-darwin10.7.0/thread.bundle\0", 0x7FFF5FBF8D10, 0x0)		 = -1 Err#2
stat64("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/vendor_ruby/thread.bundle\0", 0x7FFF5FBF8D10, 0x0)		 = -1 Err#2
stat64("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/1.8/thread.bundle\0", 0x7FFF5FBF8D10, 0x0)		 = -1 Err#2
stat64("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/1.8/i686-darwin10.7.0/thread.bundle\0", 0x7FFF5FBF8D10, 0x0)		 = 0 0
open("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/1.8/i686-darwin10.7.0/thread.bundle\0", 0x0, 0x1000E14A0)		 = 4 0
fstat64(0x4, 0x7FFF5FBF8D30, 0x0)		 = 0 0
close(0x4)		 = 0 0
stat64("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/1.8/i686-darwin10.7.0/thread.bundle\0", 0x7FFF5FBF8250, 0x7FFF5FBF8890)		 = 0 0
open("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/1.8/i686-darwin10.7.0/thread.bundle\0", 0x0, 0x0)		 = 4 0
pread(0x4, "\317\372\355\376\a\0", 0x1000, 0x0)		 = 4096 0
mmap(0x10051A000, 0x4000, 0x5, 0x12, 0x4, 0x100000000)		 = 0x51A000 0
mmap(0x10051E000, 0x1000, 0x3, 0x12, 0x4, 0x100000000)		 = 0x51E000 0
mmap(0x10051F000, 0x29F8, 0x1, 0x12, 0x4, 0x100000000)		 = 0x51F000 0
close(0x4)		 = 0 0
stat64("/System/Library/Frameworks/CoreFoundation.framework/CoreFoundation\0", 0x7FFF5FBF7D70, 0x7FFF5FBF83B0)		 = 0 0
stat64("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/css/syntax_error.rb\0", 0x7FFF5FBFB3F0, 0x0)		 = 0 0
open("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/css/syntax_error.rb\0", 0x0, 0x1000E14A0)		 = 4 0
fstat64(0x4, 0x7FFF5FBFB410, 0x0)		 = 0 0
close(0x4)		 = 0 0
stat64("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/css/syntax_error.rb\0", 0x7FFF5FBFB410, 0x0)		 = 0 0
open("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/css/syntax_error.rb\0", 0x0, 0x1000E14A0)		 = 4 0
fstat64(0x4, 0x7FFF5FBFB430, 0x0)		 = 0 0
close(0x4)		 = 0 0
open("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/css/syntax_error.rb\0", 0x0, 0x1006544D0)		 = 4 0
fstat64(0x4, 0x7FFF5FBFB260, 0x0)		 = 0 0
close(0x4)		 = 0 0
open_nocancel("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/css/syntax_error.rb\0", 0x0, 0x1B6)		 = 4 0
close_nocancel(0x4)		 = 0 0
open_nocancel("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/css/syntax_error.rb\0", 0x0, 0x1B6)		 = 4 0
fstat64(0x4, 0x7FFF5FBFA670, 0x7FFF5FBFA73C)		 = 0 0
read_nocancel(0x4, "require 'nokogiri/syntax_error'\nmodule Nokogiri\n  module CSS\n    class SyntaxError < ::Nokogiri::SyntaxError\n    end\n  end\nend\n\0", 0x1000)		 = 127 0
read_nocancel(0x4, "\0", 0x1000)		 = 0 0
close_nocancel(0x4)		 = 0 0
stat64("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/syntax_error.rb\0", 0x7FFF5FBFA060, 0x0)		 = 0 0
open("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/syntax_error.rb\0", 0x0, 0x1000E14A0)		 = 4 0
fstat64(0x4, 0x7FFF5FBFA080, 0x0)		 = 0 0
close(0x4)		 = 0 0
stat64("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/html/builder.rb\0", 0x7FFF5FBFC820, 0x0)		 = 0 0
open("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/html/builder.rb\0", 0x0, 0x1000E14A0)		 = 4 0
fstat64(0x4, 0x7FFF5FBFC840, 0x0)		 = 0 0
close(0x4)		 = 0 0
stat64("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/html/builder.rb\0", 0x7FFF5FBFC840, 0x0)		 = 0 0
open("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/html/builder.rb\0", 0x0, 0x1000E14A0)		 = 4 0
fstat64(0x4, 0x7FFF5FBFC860, 0x0)		 = 0 0
close(0x4)		 = 0 0
open("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/html/builder.rb\0", 0x0, 0x1006551C0)		 = 4 0
fstat64(0x4, 0x7FFF5FBFC690, 0x0)		 = 0 0
close(0x4)		 = 0 0
open_nocancel("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/html/builder.rb\0", 0x0, 0x1B6)		 = 4 0
close_nocancel(0x4)		 = 0 0
open_nocancel("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/html/builder.rb\0", 0x0, 0x1B6)		 = 4 0
fstat64(0x4, 0x7FFF5FBFBAA0, 0x7FFF5FBFBB6C)		 = 0 0
read_nocancel(0x4, "module Nokogiri\n  module HTML\n    ###\n    # Nokogiri HTML builder is used for building HTML documents.  It is very\n    # similar to the Nokogiri::XML::Builder.  In fact, you should go read the\n    # documentation for Nokogiri::XML::Builder before reading t", 0x1000)		 = 1032 0
read_nocancel(0x4, "o make sure to read the\n    # Nokogiri::XML::Builder documentation.\n    class Builder < Nokogiri::XML::Builder\n      ###\n      # Convert the builder to HTML\n      def to_html\n        @doc.to_html\n      end\n    end\n  end\nend\n\0", 0x1000)		 = 0 0
close_nocancel(0x4)		 = 0 0
sigaction(0x2, 0x7FFF5FBFF310, 0x7FFF5FBFF340)		 = 0 0
__sysctl(0x7FFF5FBFD240, 0x2, 0x7FFF5FBFD200)		 = 0 0
__sysctl(0x7FFF5FBFD200, 0x2, 0x7FFF5FBFD29C)		 = 0 0
shared_region_check_np(0x7FFF5FBFD408, 0x0, 0x7FFF5FC1DC86)		 = 0 0
stat64("/usr/lib/dtrace/libdtrace_dyld.dylib\0", 0x7FFF5FBFC810, 0x7FFF5FBFCE50)		 = 0 0
open("/usr/lib/dtrace/libdtrace_dyld.dylib\0", 0x0, 0x0)		 = 4 0
pread(0x4, "\312\376\272\276\0", 0x1000, 0x0)		 = 4096 0
pread(0x4, "\317\372\355\376\a\0", 0x1000, 0x1000)		 = 4096 0
mmap(0x100004000, 0x2000, 0x5, 0x12, 0x4, 0x7FFF00000001)		 = 0x4000 0
mmap(0x100006000, 0x1000, 0x3, 0x12, 0x4, 0x7FFF00000001)		 = 0x6000 0
mmap(0x100007000, 0x1F10, 0x1, 0x12, 0x4, 0x7FFF00000001)		 = 0x7000 0
close(0x4)		 = 0 0
stat64("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/libruby.dylib\0", 0x7FFF5FBFC590, 0x7FFF5FBFCBD0)		 = 0 0
open("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/libruby.dylib\0", 0x0, 0x0)		 = 4 0
pread(0x4, "\317\372\355\376\a\0", 0x1000, 0x0)		 = 4096 0
mmap(0x100009000, 0xD5000, 0x5, 0x12, 0x4, 0x7FFF00000001)		 = 0x9000 0
mmap(0x1000DE000, 0x4000, 0x3, 0x12, 0x4, 0x7FFF00000001)		 = 0xDE000 0
mmap(0x1000FF000, 0x52C08, 0x1, 0x12, 0x4, 0x7FFF00000001)		 = 0xFF000 0
fcntl(0x4, 0x2C, 0x7FFF5FBFA8A0)		 = 0 0
close(0x4)		 = 0 0
stat64("/usr/lib/libSystem.B.dylib\0", 0x7FFF5FBFC590, 0x7FFF5FBFCBD0)		 = 0 0
stat64("/usr/lib/libobjc.A.dylib\0", 0x7FFF5FBFC590, 0x7FFF5FBFCBD0)		 = 0 0
stat64("/usr/lib/system/libmathCommon.A.dylib\0", 0x7FFF5FBFC2F0, 0x7FFF5FBFC930)		 = 0 0
stat64("/usr/lib/libauto.dylib\0", 0x7FFF5FBFC410, 0x7FFF5FBFCA50)		 = 0 0
stat64("/usr/lib/libstdc++.6.dylib\0", 0x7FFF5FBFC410, 0x7FFF5FBFCA50)		 = 0 0
issetugid(0x7FFF8699F8AC, 0x7FFF5FBFD0DC, 0x7FFF5FBFF550)		 = 0 0
stat64("/System/Library/Frameworks/CoreFoundation.framework/CoreFoundation\0", 0x7FFF5FBFC180, 0x7FFF5FBFC7C0)		 = 0 0
mmap(0x0, 0x1000000, 0x3, 0x1002, 0x2000000, 0x0)		 = 0x400000 0
munmap(0x100400000, 0x400000)		 = 0 0
munmap(0x101000000, 0x400000)		 = 0 0
getrlimit(0x1003, 0x7FFF5FBFF4D0, 0x7FFF5FBFF550)		 = 0 0
mmap(0x0, 0x62000, 0x3, 0x1002, 0x3000000, 0x0)		 = 0x400000 0
mmap(0x0, 0x1000, 0x3, 0x1002, 0x3000000, 0x0)		 = 0x1B5000 0
open("/dev/urandom\0", 0x20104, 0x24)		 = 4 0
fstat64(0x4, 0x7FFF5FBFF2E0, 0x0)		 = 0 0
read(0x4, "?\243\331\312\0", 0x20)		 = 32 0
close(0x4)		 = 0 0
sigaction(0x2, 0x7FFF5FBFF320, 0x7FFF5FBFF350)		 = 0 0
sigaction(0x1, 0x7FFF5FBFF320, 0x7FFF5FBFF350)		 = 0 0
sigaction(0x3, 0x7FFF5FBFF320, 0x7FFF5FBFF350)		 = 0 0
sigaction(0xF, 0x7FFF5FBFF320, 0x7FFF5FBFF350)		 = 0 0
sigaction(0xE, 0x7FFF5FBFF320, 0x7FFF5FBFF350)		 = 0 0
sigaction(0x1E, 0x7FFF5FBFF320, 0x7FFF5FBFF350)		 = 0 0
sigaction(0x1F, 0x7FFF5FBFF320, 0x7FFF5FBFF350)		 = 0 0
sigaction(0xA, 0x7FFF5FBFF320, 0x7FFF5FBFF350)		 = 0 0
sigaction(0xB, 0x7FFF5FBFF320, 0x7FFF5FBFF350)		 = 0 0
sigaction(0xD, 0x7FFF5FBFF320, 0x7FFF5FBFF350)		 = 0 0
sigprocmask(0x1, 0x7FFF5FBFF3AC, 0x7FFF5FBFF3AC)		 = 0x0 0
